"filename", "language", "C#", "comment", "blank", "total"
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\Armor\Bucket.Designer.cs", "C#", 7, 1, 2, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\Armor\Bucket.cs", "C#", 6, 0, 1, 7
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\Armor\Conehead.cs", "C#", 6, 0, 1, 7
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\Armor\ScreenDoor.cs", "C#", 9, 0, 1, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\BucketZombie.Designer.cs", "C#", 8, 1, 3, 12
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\BucketZombie.cs", "C#", 30, 0, 4, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\ConeheadZombie.Designer.cs", "C#", 8, 1, 3, 12
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\ConeheadZombie.cs", "C#", 30, 0, 4, 34
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\NormalZombie.Designer.cs", "C#", 7, 1, 2, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\NormalZombie.cs", "C#", 8, 0, 2, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\ScreenDoorZombie.Designer.cs", "C#", 7, 1, 2, 10
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\ScreenDoorZombie.cs", "C#", 8, 0, 3, 11
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Entities\Zombies\Zombie.cs", "C#", 170, 27, 25, 222
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Sun.Designer.cs", "C#", 8, 1, 2, 11
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\Game\ViewControllers\Sun.cs", "C#", 33, 0, 4, 37
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UIGamePanel.Designer.cs", "C#", 53, 1, 8, 62
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UIGamePanel.cs", "C#", 34, 2, 10, 46
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UIGameStartPanel.Designer.cs", "C#", 38, 1, 8, 47
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UIGameStartPanel.cs", "C#", 37, 1, 7, 45
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UISceneTransitionPanel.Designer.cs", "C#", 38, 1, 8, 47
"d:\FileFolder\Life\Unity\Projects\PVZR\PVZ-R\Assets\Scripts\UI\UISceneTransitionPanel.cs", "C#", 28, 1, 6, 35
"Total", "-", 2409, 236, 411, 3056
